step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,orig_pincode,orig_latitude,orig_longitude,orig_state,dest_pincode,dest_latitude,dest_longitude,dest_state,transaction_date,is_festival_day,festival_name,transaction_note,user_profile
1182,CASH_OUT,218659.82,C88319926,1005.0,0.0,C1971781194,16320325.66,16592681.56,0,0,416110,20.924688368676968,79.44191869913881,MAHARASHTRA,127201,20.51687464354175,79.04446368625345,HARYANA,2025-02-19 06:25:37,True,Chhatrapati Shivaji Maharaj Jayanti,Rent,Business
7049,CASH_IN,304408.97,C893917810,4276845.77,4581254.74,C1327824794,1443186.93,1314479.93,0,0,613004,20.749234164307325,79.00519021647244,TAMIL NADU,788109,21.065430826988536,78.94268322516425,ASSAM,2025-10-21 18:16:36,False,,Maam Insurance,Salaried
3127,PAYMENT,5090.28,C1405934398,50617.0,45526.72,M839389189,0.0,0.0,0,0,621705,20.396279057793745,78.6906361865542,TAMIL NADU,635301,20.156687793094903,78.53334146853791,TAMIL NADU,2025-05-11 08:14:24,True,Mother's Day,Dinner payment,Farmer
8044,CASH_OUT,176016.04,C800760258,0.0,0.0,C358043414,12916654.7,13005481.5,0,0,614802,20.671547262609387,78.68850051925365,TAMIL NADU,852105,21.032669009380257,78.74075653336787,BIHAR,2025-12-02 04:42:53,False,,School fee payment,Salaried
5277,PAYMENT,11605.7,C484951468,0.0,0.0,M1504624467,0.0,0.0,0,0,560115,20.615426745130822,79.01124035919258,KARNATAKA,262908,20.85134000240603,79.26819769369845,UTTAR PRADESH,2025-08-08 22:01:40,False,,Sent for wifi bill,Farmer
4058,CASH_IN,234850.43,C982073663,669990.79,904841.22,C1216254870,298639.42,49936.17,0,0,273202,20.78917891488225,79.13574652637438,UTTAR PRADESH,754200,20.32620225668801,78.52002698349452,ODISHA,2025-06-19 02:48:04,False,,Hotel payment,Farmer
6415,CASH_OUT,186549.79,C1647129298,0.0,0.0,C1714837024,242473.16,429022.95,0,0,635655,20.811498706248525,78.72718587414191,TAMIL NADU,641050,20.657728633870352,79.13487031203154,TAMIL NADU,2025-09-25 07:57:41,False,,Rent payment,Business
8093,CASH_OUT,79042.15,C2086229320,6064.0,0.0,C1654662784,410360.71,489402.86,0,0,231215,20.752544572084673,79.25758391337982,UTTAR PRADESH,273157,20.725624547824943,79.02289379433195,UTTAR PRADESH,2025-12-04 05:48:01,False,,Dad Loan,Business
5450,PAYMENT,5055.72,C315487150,108809.83,103754.11,M1717055694,0.0,0.0,0,0,691009,20.098894065006306,79.08896870482039,KERALA,841404,20.221825034689036,79.1953156199158,BIHAR,2025-08-16 02:48:25,True,Janmashtami *ISKCON,Lunch,Student
8064,PAYMENT,12020.77,C1235787929,639020.83,627000.06,M1043686153,0.0,0.0,0,0,416414,20.792870878379794,79.24915576889072,MAHARASHTRA,396580,20.520581667566113,78.82390726924379,GUJARAT,2025-12-03 00:30:33,False,,Electric bill,Salaried
8146,CASH_IN,123326.84,C979213321,5477362.0,5600688.84,C787242927,3470716.16,3347389.32,0,0,733130,20.5937,78.9629,WEST BENGAL,416516,20.18869643018039,79.42858405683141,MAHARASHTRA,2025-12-06 10:23:22,False,,Flight ticket payment,Farmer
4507,PAYMENT,14241.21,C1653380908,109207.0,94965.79,M77882578,0.0,0.0,0,0,577128,20.63086430305833,79.27919172826138,KARNATAKA,821301,20.222863163372747,78.59440602944437,BIHAR,2025-07-07 19:48:28,False,,Maid salary payment,Business
5681,PAYMENT,23480.16,C1099535493,5309.0,0.0,M933507080,0.0,0.0,0,0,505529,18.80743,78.980434,TELANGANA,491336,20.701653794165335,78.95450755790613,CHHATTISGARH,2025-08-25 17:29:47,False,,Sent for mobile,Student
6338,CASH_IN,195205.19,C2147063789,1961856.75,2157061.94,C1021587874,1150566.93,955361.74,0,0,504346,19.4532758,78.6285252,TELANGANA,854202,20.166424061198946,79.41261442263924,BIHAR,2025-09-22 02:39:40,True,Autumnal Equinox,College fee payment,Student
7016,CASH_OUT,145319.54,C237037918,8056.0,0.0,C95318372,696100.99,841420.53,0,0,683577,20.71035523048064,78.71925457973266,KERALA,341021,20.400942709497908,79.05568521888675,RAJASTHAN,2025-10-20 08:27:40,True,Diwali,Investment payment,Business
4386,PAYMENT,14270.03,C1496903190,3309.0,0.0,M946866772,0.0,0.0,0,0,194106,20.71763114174502,78.51928129010555,LADAKH,210429,20.5673217499742,78.93459522097919,UTTAR PRADESH,2025-07-02 18:30:11,False,,Clothes,Student
1087,PAYMENT,6851.17,C1051106607,0.0,0.0,M1348761534,0.0,0.0,0,0,700160,20.780670492627706,78.52904908204498,WEST BENGAL,680596,20.80167427448351,79.0828579265259,KERALA,2025-02-15 08:01:52,False,,Wifi bill payment,Salaried
0,CASH_IN,296959.67,C731717743,10609.0,307568.67,C148906605,0.0,0.0,0,0,384412,20.343838861677177,78.90083274670292,GUJARAT,416552,20.86746521126783,78.95599825659544,MAHARASHTRA,2025-01-01 00:18:20,True,English New Year,Hotel payment,Business
534,CASH_IN,166630.9,C1410677661,10944.0,177574.9,C704312950,240525.0,73894.11,0,0,795115,20.678650719472017,78.7654347750966,MANIPUR,232326,20.759149257973313,79.24868344263379,UTTAR PRADESH,2025-01-23 06:19:54,True,Subhas Chandra Bose Jayanti,Sent for rent,Student
3204,CASH_IN,165135.41,C677811242,187326.54,352461.95,C788874634,190273.97,25138.56,0,0,572104,20.88030504399949,79.07653295043852,KARNATAKA,642127,20.526059063309486,79.11639879723585,TAMIL NADU,2025-05-14 12:59:10,False,,SIP,Salaried
2972,PAYMENT,1704.03,C74556831,0.0,0.0,M1951402325,0.0,0.0,0,0,571477,20.883934457559096,79.20324186797379,KARNATAKA,586213,21.091779358603077,78.52165246046141,KARNATAKA,2025-05-04 21:08:23,True,World Laughter Day,Fruits payment,Salaried
5766,CASH_IN,390903.09,C41573174,7947520.93,8338424.03,C860929789,707650.38,316747.29,0,0,403702,20.963928499854116,79.24552535484867,GOA,522426,20.45211090481898,79.147864682923,ANDHRA PRADESH,2025-08-29 06:20:16,False,,Sent for college fee,Farmer
4782,PAYMENT,21061.24,C40966245,0.0,0.0,M1653653617,0.0,0.0,0,0,277123,20.50678084469368,78.5296562191597,UTTAR PRADESH,360020,20.908459738718516,79.13231492660807,GUJARAT,2025-07-19 06:55:03,False,,Sent for insurance,Business
4173,PAYMENT,8129.46,C40866646,0.0,0.0,M182944108,0.0,0.0,0,0,501301,20.40693893288199,78.88707375261518,TELANGANA,343027,20.305072680246916,78.54637394563713,RAJASTHAN,2025-06-23 21:52:04,False,,Wifi bill payment,Business
5097,PAYMENT,6492.32,C1321671140,252978.2,246485.88,M533921438,0.0,0.0,0,0,388335,20.92667198066772,79.05971288844428,GUJARAT,691601,20.795279661207978,78.67760767180322,KERALA,2025-08-01 09:51:08,False,,Mom Petrol,Business
8419,CASH_OUT,16242.22,C1322294401,0.0,0.0,C160609026,1401840.75,1418082.97,0,0,403503,20.397040678430848,79.09411002829422,GOA,591265,20.684550892553016,79.31687563404172,KARNATAKA,2025-12-17 19:48:57,False,,Dad Grocery,Business
7411,CASH_OUT,286864.49,C998029122,0.0,0.0,C1563899518,598674.63,885539.12,0,0,814114,20.16571285690446,79.09475302148661,JHARKHAND,305816,20.56471156799032,79.29984282653655,RAJASTHAN,2025-11-05 19:43:04,True,Guru Nanak Jayanti,EMI payment,Student
2306,CASH_IN,147351.57,C710908433,6185044.14,6332395.71,C508488713,7292368.53,7145016.96,0,0,124406,20.64592510151886,79.3601195271536,HARYANA,121103,20.413825154820145,79.32300401657001,HARYANA,2025-04-07 02:52:32,False,,Sent for laptop,Business
974,TRANSFER,21362.19,C1977482177,0.0,0.0,C1554823726,102800.19,124162.37,0,0,795104,20.731560949179435,78.84710059545304,MANIPUR,762105,20.82310740426744,78.9450474914329,ODISHA,2025-02-10 14:24:10,False,,Bro SIP,Business
1529,PAYMENT,16871.75,C1345262134,374693.53,357821.78,M1183610480,0.0,0.0,0,0,174102,20.3073042459164,78.90979921744541,HIMACHAL PRADESH,415503,21.076920730142028,79.02024957079252,MAHARASHTRA,2025-03-05 18:07:20,False,,Maid salary payment,Student
1785,CASH_OUT,88826.43,C952906355,249733.0,160906.57,C1084012188,963113.59,1051940.02,0,0,574101,20.699384588102006,78.73428813109341,KARNATAKA,783376,20.23636746662662,78.64479438046772,ASSAM,2025-03-16 09:28:49,False,,Dad Investment,Business
5817,PAYMENT,38509.2,C174212239,0.0,0.0,M1265795703,0.0,0.0,0,0,415726,20.427057296208552,78.73857897618176,MAHARASHTRA,517418,20.75298778380642,78.90449659546486,ANDHRA PRADESH,2025-08-31 09:50:20,False,,SIP,Student
237,PAYMENT,7301.4,C239144018,21426.0,14124.6,M1684201690,0.0,0.0,0,0,394107,20.417308385045455,79.28556103345939,GUJARAT,394330,20.100064712630278,78.83216809633778,GUJARAT,2025-01-10 21:52:11,True,Tailang Swami Jayanti,Electric bill,Business
2753,PAYMENT,51907.16,C1577059714,48529.0,0.0,M1955312313,0.0,0.0,0,0,222132,20.65536530556287,79.14344593210676,UTTAR PRADESH,333042,21.07515389011899,78.92472308867988,RAJASTHAN,2025-04-25 18:15:22,False,,Sent for investment,Farmer
844,PAYMENT,343.06,C1370498771,0.0,0.0,M301320628,0.0,0.0,0,0,600076,20.846535164482397,79.31695555124675,TAMIL NADU,382308,20.94273397094515,78.79470852987524,GUJARAT,2025-02-05 04:26:18,False,,Milk payment,Salaried
8620,CASH_OUT,24413.46,ACTOR_0005,5088.0,0.0,ACTOR_0008,0.0,24413.46,1,1,600074,20.91728377497678,78.73218651507281,TAMIL NADU,531023,20.36390211107928,79.10611257697357,ANDHRA PRADESH,2025-12-26 04:43:03,False,,COLLEGE FEE PAYMENT,Student
7721,CASH_OUT,125568.72,C923977418,55360.0,0.0,C779506402,0.0,125568.72,0,0,734001,21.05643329283009,78.87205109157608,WEST BENGAL,122504,20.976313576616366,79.02841527932111,HARYANA,2025-11-18 18:17:51,False,,Maam Rent,Farmer
7271,CASH_OUT,203321.66,C1009192782,7707.02,0.0,C1015529677,223460.41,426782.08,0,0,614625,20.13530656512634,78.70540524344791,TAMIL NADU,515765,20.754545155794418,78.83849753471736,ANDHRA PRADESH,2025-10-30 23:59:20,False,,Sent for insurance,Farmer
7322,PAYMENT,7452.27,ACTOR_0011,254793.0,247340.73,ACTOR_0013,0.0,0.0,1,1,516396,20.468508463044667,78.65921944495133,ANDHRA PRADESH,680589,20.399381882512376,79.00345694063242,KERALA,2025-11-02 02:27:49,False,,SIR SHOPPING,Business
3629,CASH_IN,117253.94,C2029840344,1527903.53,1645157.47,C2142547587,309923.06,192669.12,0,0,246443,20.42301411457076,78.96473829383926,UTTARAKHAND,829133,20.39999779880203,79.01147793495635,JHARKHAND,2025-06-01 06:01:09,False,,Rent payment,Farmer
7784,CASH_OUT,16500.28,C731563967,0.0,0.0,C914957636,1039511.46,1056011.74,0,0,477446,20.38007230384329,79.14367744263852,MADHYA PRADESH,781352,20.96079993277561,78.48310893469709,ASSAM,2025-11-21 09:02:35,False,,Sir Maid salary,Student
7175,PAYMENT,25380.11,C1515172243,0.0,0.0,M849428673,0.0,0.0,0,0,494337,20.56569411360971,79.41019198095924,CHHATTISGARH,816108,20.77718630730326,79.3893749520396,JHARKHAND,2025-10-27 00:08:22,True,Chhath Puja,Sent for school fee,Farmer
4891,CASH_OUT,95623.45,C1025174837,95785.0,161.55,C1337597412,0.0,95623.45,0,0,193101,20.219458166721296,78.55674257808296,JAMMU AND KASHMIR,600046,20.601869476658983,79.15674116754438,TAMIL NADU,2025-07-23 19:35:20,False,,Laptop payment,Salaried
5907,CASH_IN,122899.15,C1358412469,6017.0,128916.15,C1995332832,227088.65,104189.5,0,0,224143,20.17849107993601,79.42952806197333,UTTAR PRADESH,322213,20.262672909996812,79.20179020079026,RAJASTHAN,2025-09-04 03:48:15,False,,Dad School fee,Business
8651,CASH_IN,255661.72,C1144246806,1148679.19,1404340.91,C87426661,1991419.36,1735757.64,0,0,689696,20.534103201282228,79.15671014804303,KERALA,413116,20.618593575471465,78.95344590013092,MAHARASHTRA,2025-12-27 12:11:31,True,Guru Gobind Singh Jayanti,College fee,Business
3144,CASH_OUT,124210.26,C583984242,13648.0,0.0,C408688303,637289.41,761499.67,0,0,742160,20.290459807648812,79.37864838785501,WEST BENGAL,570007,20.161398398572317,78.48181941593417,KARNATAKA,2025-05-12 00:26:45,True,Buddha Purnima,Mom Investment,Student
7266,TRANSFER,406390.63,C449334349,0.0,0.0,C1477190619,596285.7,1002676.33,0,0,670521,20.668967055893287,78.83455278243096,KERALA,222145,20.56390862874141,78.81035136080556,UTTAR PRADESH,2025-10-30 18:34:35,False,,Investment payment,Farmer
6170,CASH_IN,12747.45,ACTOR_0010,3027551.36,3040298.81,ACTOR_0006,193795.69,181048.24,1,1,686577,20.418883710341515,78.96031661997242,KERALA,734424,20.60088221874075,78.6839390285329,WEST BENGAL,2025-09-15 02:29:04,True,Engineer's Day,SENT FOR LUNCH,Salaried
8474,PAYMENT,17210.24,ACTOR_0000,468747.37,451537.13,ACTOR_0014,0.0,0.0,1,1,246449,20.38158455910655,79.25252662046941,UTTARAKHAND,577228,20.379157822672692,78.8867001485353,KARNATAKA,2025-12-20 02:41:13,False,,GIFT PAYMENT,Salaried
2656,CASH_IN,287548.26,C2147246002,6300194.15,6587742.41,C1034690288,1211290.25,923741.99,0,0,676301,20.74168486801765,78.5062093446574,KERALA,793009,20.44427395968036,78.5563611264964,MEGHALAYA,2025-04-21 16:29:25,False,,Sent for hotel,Student
4137,CASH_IN,326712.9,C1906310517,10763635.06,11090347.96,C809795627,2415359.64,2088646.74,0,0,600113,20.99940527335594,79.18964234039828,TAMIL NADU,601204,20.531878327166552,79.14437415329937,TAMIL NADU,2025-06-22 09:37:58,False,,Maam Flight ticket,Student
49,PAYMENT,241.89,C1249789290,103317.6,103075.72,M870078784,0.0,0.0,0,0,802222,21.066167557863942,78.89630646591132,BIHAR,680561,20.21836074145759,78.47896574119925,KERALA,2025-01-03 01:54:51,False,,Recharge,Salaried
5577,PAYMENT,5883.37,C1938448095,0.0,0.0,M1022031461,0.0,0.0,0,0,574116,20.981305351110247,78.78070665378388,KARNATAKA,151206,20.184692762271478,79.43744792416616,PUNJAB,2025-08-21 09:38:32,False,,Clothes,Business
827,PAYMENT,13055.28,C508385511,0.0,0.0,M956027336,0.0,0.0,0,0,581306,21.0013360624706,79.17166892587306,KARNATAKA,335803,20.74775009838381,78.77732654206666,RAJASTHAN,2025-02-04 11:35:09,True,World Cancer Day,Sis Dinner,Business
7157,PAYMENT,616.88,C1013341637,107243.5,106626.62,M1942028884,0.0,0.0,0,0,517390,20.69355198440011,78.75340950443811,ANDHRA PRADESH,473446,20.933769574881342,78.63295457924458,MADHYA PRADESH,2025-10-26 05:58:22,False,,Veg payment,Business
1075,CASH_OUT,107759.5,C1408936980,0.0,0.0,C1403087041,1507711.83,1615471.33,0,0,488001,20.4499496704161,79.40598732109092,MADHYA PRADESH,496331,20.193040064571974,78.88219407040383,CHHATTISGARH,2025-02-14 19:51:00,True,Valentine's Day,School fee payment,Farmer
8207,CASH_IN,18868.29,C1363041822,21137221.01,21156089.3,C1761313958,34831.61,15963.32,0,0,625702,20.73304326676693,78.70867129911058,TAMIL NADU,470118,20.16471962200995,79.22802934019786,MADHYA PRADESH,2025-12-08 23:43:40,False,,Dinner payment,Business
283,PAYMENT,4986.63,C1359889730,0.0,0.0,M1124177815,0.0,0.0,0,0,700054,20.907592379556775,79.4438499600037,WEST BENGAL,282006,20.60303447588248,79.32618183233294,UTTAR PRADESH,2025-01-12 19:57:03,True,National Youth Day,Sent for grocery,Salaried
4667,PAYMENT,17692.64,C1270549119,10268.0,0.0,M743266449,0.0,0.0,0,0,431205,20.73155272035149,79.23995305756243,MAHARASHTRA,760005,20.933968282662367,79.46059590471278,ODISHA,2025-07-14 12:17:40,False,,Petrol payment,Business
4189,PAYMENT,7457.89,C2051931889,0.0,0.0,M2079068430,0.0,0.0,0,0,312403,21.028240460155104,78.96571291138997,RAJASTHAN,574107,20.91635244495205,78.47327165795616,KARNATAKA,2025-06-24 14:08:10,False,,Sent for diesel,Salaried
1829,DEBIT,2262.52,ACTOR_0003,49271.0,47008.48,ACTOR_0000,124780.0,127042.52,1,1,172106,20.36505220671866,78.87220346994975,HIMACHAL PRADESH,642122,20.86169014529125,78.46821618310301,TAMIL NADU,2025-03-18 05:49:05,False,,GIFT,Salaried
8107,CASH_IN,67418.91,C1484852473,52181.0,119599.91,C170358894,1659195.46,1591776.55,0,0,600054,20.63680479915708,78.82768984831309,TAMIL NADU,788166,20.410533296260393,79.02821122389858,ASSAM,2025-12-04 19:40:13,False,,Sent for investment,Business
3134,PAYMENT,9414.76,C2023654274,5839.9,0.0,M210283336,0.0,0.0,0,0,175129,20.968936184705257,78.64860977529642,HIMACHAL PRADESH,416236,20.75119342780955,78.69337411739997,MAHARASHTRA,2025-05-11 15:03:03,True,Mother's Day,Maid salary payment,Salaried
956,PAYMENT,17485.51,C928494081,9339.0,0.0,M981647331,0.0,0.0,0,0,273411,20.458543077876488,79.18075225726965,UTTAR PRADESH,680543,20.84638693695808,79.2822434352899,KERALA,2025-02-09 20:36:35,False,,Sent for gift,Business
1723,CASH_IN,43115.41,C427005441,8316334.88,8359450.29,C106303416,2694031.18,2650915.76,0,0,642129,20.593709425601027,78.68459767474835,TAMIL NADU,415106,20.713031867747187,78.69422960341839,MAHARASHTRA,2025-03-13 19:32:26,True,Holika Dahan,School fee,Student
6931,PAYMENT,1408.77,C1359417325,99765.0,98356.23,M369555754,0.0,0.0,0,0,445402,20.4195555,78.5156944,MAHARASHTRA,322204,20.371580789690945,79.23883324214326,RAJASTHAN,2025-10-16 19:34:50,False,,Sent for coffee,Farmer
